"year","station","loc_mn","dc_mn","longitude","latitude","other_theft","arson","assault_gbh","attempted_murder","attempted_sexoff","bank_robbery","burglary_nonres","burglary_res","carjacking","commercial_crime","common_assault","common_robbery","contact_sexoff","dui","drug_crime","illegal_firearms","kidnapping","malicious_damage","murder","rape","robbery_nonres","robbery_res","cash_transit_robbery","aggr_robbery","sexual_assault","sexual_offences","police_detected_sexoff","shoplifting","stock_theft","vehicle_theft","theft_from_vehicle","truck_hijacking"
"2021/2022","new hanover","umshwathi","umgungundlovu","30.52769","-29.35433",33,2,57,11,0,0,15,69,5,5,25,5,6,1,2,8,13,23,15,24,3,1,0,15,5,29,0,0,8,2,7,0
"2022/2023","new hanover","umshwathi","umgungundlovu","30.52769","-29.35433",31,2,65,6,0,0,24,55,1,6,35,3,6,2,4,4,13,27,10,27,3,12,0,23,3,30,0,0,9,5,12,0
"2008/2009","new brighton","nelson mandela bay","nelson mandela bay","25.5845","-33.90752",607,17,719,55,7,0,73,502,52,45,357,86,19,238,152,53,1,264,73,181,7,62,0,330,9,211,0,55,0,75,92,2
"2009/2010","new brighton","nelson mandela bay","nelson mandela bay","25.5845","-33.90752",449,13,825,49,8,0,65,525,41,44,508,72,19,245,153,54,1,279,82,194,33,69,1,395,8,224,0,139,0,91,145,5
"2010/2011","new brighton","nelson mandela bay","nelson mandela bay","25.5845","-33.90752",518,18,764,60,9,0,82,528,33,38,511,108,19,236,183,41,1,308,90,189,109,86,0,624,2,214,0,92,1,76,130,1
"2011/2012","new brighton","nelson mandela bay","nelson mandela bay","25.5845","-33.90752",522,21,644,57,22,0,80,419,89,34,397,104,8,231,243,45,1,279,115,158,89,92,0,736,4,188,0,135,1,58,194,8
"2012/2013","new brighton","nelson mandela bay","nelson mandela bay","25.5845","-33.90752",451,19,684,76,14,0,79,457,114,36,398,120,5,184,243,43,1,278,78,163,44,77,0,690,10,190,2,162,1,56,172,3
"2013/2014","new brighton","nelson mandela bay","nelson mandela bay","25.5845","-33.90752",355,19,619,84,11,0,90,375,80,35,348,123,8,145,315,49,27,266,102,175,94,107,0,829,18,208,0,133,2,43,206,0
"2014/2015","new brighton","nelson mandela bay","nelson mandela bay","25.5845","-33.90752",277,9,522,67,3,0,112,392,71,22,296,76,8,129,329,50,16,254,90,120,52,74,0,537,5,132,0,138,0,49,249,0
"2015/2016","new brighton","nelson mandela bay","nelson mandela bay","25.5845","-33.90752",333,16,503,63,10,0,88,376,86,47,311,101,5,136,340,42,4,266,69,128,98,103,0,584,10,151,0,94,2,64,259,0
"2016/2017","new brighton","nelson mandela bay","nelson mandela bay","25.5845","-33.90752",360,13,373,78,6,0,165,393,119,61,265,120,4,140,381,72,26,267,90,121,73,143,0,721,3,132,3,80,3,69,229,5
"2017/2018","new brighton","nelson mandela bay","nelson mandela bay","25.5845","-33.90752",275,10,388,105,6,0,114,349,122,83,271,116,5,159,399,64,38,220,85,99,23,96,0,691,7,115,0,68,2,60,170,8
"2018/2019","new brighton","nelson mandela bay","nelson mandela bay","25.5845","-33.90752",249,3,358,76,7,0,98,254,94,56,231,103,6,172,476,79,27,203,85,108,30,112,0,609,7,122,0,92,0,67,134,14
"2019/2020","new brighton","nelson mandela bay","nelson mandela bay","25.5845","-33.90752",271,7,335,57,7,0,100,262,85,70,249,94,6,156,516,36,37,233,106,95,35,131,0,641,14,116,0,116,2,41,126,6
"2020/2021","new brighton","nelson mandela bay","nelson mandela bay","25.5845","-33.90752",205,5,212,62,10,0,56,154,85,98,160,73,7,4,305,25,37,173,95,102,26,102,0,508,22,135,0,62,7,32,64,3
"2021/2022","new brighton","nelson mandela bay","nelson mandela bay","25.5845","-33.90752",169,7,206,59,3,0,67,150,107,121,212,55,5,35,317,21,3,209,126,87,28,107,0,477,14,107,1,15,1,28,58,1
"2022/2023","new brighton","nelson mandela bay","nelson mandela bay","25.5845","-33.90752",264,10,254,87,7,0,59,156,160,103,226,36,6,32,407,31,6,189,179,90,22,95,0,561,9,106,1,32,1,13,54,4
"2008/2009","nemato","ndlambe","sarah baartman","26.89275","-33.57672",70,6,283,8,3,0,2,190,0,1,48,46,7,14,30,9,1,38,23,47,0,0,0,42,1,52,0,0,10,9,8,0
"2009/2010","nemato","ndlambe","sarah baartman","26.89275","-33.57672",77,0,233,9,2,0,6,195,1,1,48,28,18,11,48,4,1,45,12,28,2,7,0,34,0,41,0,0,11,5,4,0
"2010/2011","nemato","ndlambe","sarah baartman","26.89275","-33.57672",80,8,217,7,11,0,15,128,1,1,74,27,10,6,34,0,1,37,6,46,5,8,0,39,4,67,0,4,1,5,17,0
"2011/2012","nemato","ndlambe","sarah baartman","26.89275","-33.57672",42,4,220,6,1,0,10,96,0,1,53,23,4,8,40,7,1,47,8,36,9,3,0,35,9,48,0,2,0,4,11,0
"2012/2013","nemato","ndlambe","sarah baartman","26.89275","-33.57672",58,2,180,13,5,0,9,91,0,0,35,13,9,11,41,5,1,33,8,59,20,8,0,56,1,70,1,2,3,2,9,0
"2013/2014","nemato","ndlambe","sarah baartman","26.89275","-33.57672",63,6,188,8,3,0,10,162,1,1,35,25,7,6,25,5,21,41,14,60,23,6,0,66,7,71,1,1,6,4,12,0
"2014/2015","nemato","ndlambe","sarah baartman","26.89275","-33.57672",89,3,198,11,8,0,22,210,0,0,49,38,8,9,26,5,21,43,14,63,47,8,0,108,3,78,0,1,7,1,15,0
"2015/2016","nemato","ndlambe","sarah baartman","26.89275","-33.57672",58,6,166,10,8,0,12,163,1,2,50,28,7,9,35,1,12,36,13,63,33,9,0,109,7,79,0,2,3,8,14,0
"2016/2017","nemato","ndlambe","sarah baartman","26.89275","-33.57672",90,5,182,5,5,0,20,160,1,4,75,20,7,9,45,3,21,61,11,56,24,7,0,119,11,73,0,1,5,6,14,0
"2017/2018","nemato","ndlambe","sarah baartman","26.89275","-33.57672",79,7,198,10,1,0,8,101,0,2,47,25,5,13,114,4,12,36,9,38,5,7,0,59,8,50,0,2,5,4,16,1
"2018/2019","nemato","ndlambe","sarah baartman","26.89275","-33.57672",105,5,186,8,2,0,4,165,0,5,62,27,6,10,72,2,12,54,11,60,7,9,0,78,2,64,0,0,6,3,13,0
"2019/2020","nemato","ndlambe","sarah baartman","26.89275","-33.57672",84,6,162,8,4,0,4,143,0,9,58,20,7,16,56,1,12,37,14,35,6,8,0,50,3,43,1,0,2,3,9,0
"2020/2021","nemato","ndlambe","sarah baartman","26.89275","-33.57672",91,3,138,5,5,0,14,104,0,5,62,20,4,6,87,2,13,48,6,30,4,6,0,53,1,38,0,0,5,1,8,0
"2021/2022","nemato","ndlambe","sarah baartman","26.89275","-33.57672",76,4,152,5,1,0,6,76,1,3,90,18,7,6,116,1,22,54,12,44,10,3,0,34,3,49,0,0,1,0,10,0
"2022/2023","nemato","ndlambe","sarah baartman","26.89275","-33.57672",74,1,133,4,3,0,3,58,0,7,79,8,6,0,72,1,12,53,9,30,1,2,0,25,5,38,0,0,0,1,8,0
"2008/2009","nelspruit","city of mbombela","ehlanzeni","30.9792","-25.46928",1558,14,459,34,10,0,381,1102,34,600,439,142,31,157,53,9,1,303,22,83,23,38,1,252,11,123,0,508,7,190,709,1
"2009/2010","nelspruit","city of mbombela","ehlanzeni","30.9792","-25.46928",1437,10,476,24,5,0,532,1229,32,746,433,154,37,102,42,18,1,348,19,85,23,65,0,306,11,119,0,422,7,158,1160,1
"2010/2011","nelspruit","city of mbombela","ehlanzeni","30.9792","-25.46928",1562,18,423,35,7,0,574,1248,19,895,589,201,32,158,133,21,1,354,14,58,33,55,0,229,18,95,0,477,5,138,1117,1
"2011/2012","nelspruit","city of mbombela","ehlanzeni","30.9792","-25.46928",1450,13,334,25,5,0,434,1174,15,916,493,201,8,208,155,26,1,336,15,52,38,99,1,260,6,67,3,406,5,191,1463,0
"2012/2013","nelspruit","city of mbombela","ehlanzeni","30.9792","-25.46928",1390,7,271,27,2,0,367,1192,16,1242,410,219,5,215,207,35,1,275,11,55,37,50,0,205,13,73,9,400,6,143,1317,3
"2013/2014","nelspruit","city of mbombela","ehlanzeni","30.9792","-25.46928",1307,6,252,28,5,0,454,924,12,848,382,187,5,169,336,31,2,172,14,58,31,59,0,195,6,72,3,440,3,106,1069,0
"2014/2015","nelspruit","city of mbombela","ehlanzeni","30.9792","-25.46928",1309,2,255,9,6,0,320,994,18,812,394,196,12,113,503,27,17,184,8,57,33,71,0,266,5,75,10,450,9,122,1216,3
"2015/2016","nelspruit","city of mbombela","ehlanzeni","30.9792","-25.46928",1152,6,246,11,4,0,330,916,10,628,390,172,8,109,623,33,16,121,17,40,38,46,2,229,9,57,2,455,9,103,1271,0
"2016/2017","nelspruit","city of mbombela","ehlanzeni","30.9792","-25.46928",1236,5,235,24,2,0,373,907,6,763,405,232,5,179,592,26,25,148,10,39,30,47,1,237,6,50,5,469,5,123,1150,1
"2017/2018","nelspruit","city of mbombela","ehlanzeni","30.9792","-25.46928",1136,10,234,25,1,0,339,843,14,697,381,217,9,99,547,28,14,138,14,36,39,37,2,219,12,54,8,382,6,159,1276,1
"2018/2019","nelspruit","city of mbombela","ehlanzeni","30.9792","-25.46928",1148,2,209,27,1,0,354,880,18,668,382,243,7,75,440,35,24,159,12,51,42,57,2,319,9,62,0,372,6,126,1243,1
"2019/2020","nelspruit","city of mbombela","ehlanzeni","30.9792","-25.46928",1054,4,201,25,2,0,295,1049,15,691,364,166,9,124,318,208,36,163,13,64,47,51,2,302,18,89,1,308,2,134,889,1
"2020/2021","nelspruit","city of mbombela","ehlanzeni","30.9792","-25.46928",909,4,152,16,3,0,392,817,13,529,264,103,7,83,324,23,24,98,9,43,44,53,1,268,9,56,0,254,3,106,791,0
"2021/2022","nelspruit","city of mbombela","ehlanzeni","30.9792","-25.46928",936,9,184,34,3,0,301,715,35,657,256,135,8,80,198,22,37,122,24,49,70,54,0,405,9,65,0,192,11,85,704,10
"2022/2023","nelspruit","city of mbombela","ehlanzeni","30.9792","-25.46928",829,6,167,25,2,0,503,664,33,704,272,95,8,83,148,32,26,120,30,54,64,64,1,372,22,82,3,193,11,89,697,7
"2008/2009","nebo","makhuduthamaga","sekhukhune","29.75343","-24.86798",115,4,120,26,8,0,128,100,5,19,39,27,7,26,120,28,1,73,26,73,5,8,0,47,2,84,0,0,36,17,12,0
"2009/2010","nebo","makhuduthamaga","sekhukhune","29.75343","-24.86798",89,2,120,26,11,0,83,108,5,12,38,30,7,36,96,25,1,57,15,70,6,14,0,55,1,83,0,0,43,10,9,0
"2010/2011","nebo","makhuduthamaga","sekhukhune","29.75343","-24.86798",118,6,168,26,11,0,107,120,7,15,34,37,7,24,131,18,1,79,15,74,12,12,0,59,2,88,0,0,55,7,12,0
"2011/2012","nebo","makhuduthamaga","sekhukhune","29.75343","-24.86798",139,5,167,25,8,0,124,128,1,24,66,30,4,24,169,19,1,84,22,58,26,10,0,59,8,76,0,0,42,10,11,0
"2012/2013","nebo","makhuduthamaga","sekhukhune","29.75343","-24.86798",121,5,137,14,6,0,85,146,2,10,74,29,7,22,206,8,1,70,11,39,17,8,0,39,4,50,0,0,19,15,18,0
"2013/2014","nebo","makhuduthamaga","sekhukhune","29.75343","-24.86798",153,3,106,12,2,0,108,168,2,17,36,40,7,8,273,14,12,87,14,51,27,12,0,53,3,57,0,0,22,14,11,0
"2014/2015","nebo","makhuduthamaga","sekhukhune","29.75343","-24.86798",147,3,142,12,4,0,138,147,3,17,53,34,6,10,322,8,22,63,12,67,20,7,0,48,5,76,13,1,36,7,22,0
"2015/2016","nebo","makhuduthamaga","sekhukhune","29.75343","-24.86798",127,6,170,12,0,0,137,169,11,14,68,41,6,38,293,8,3,74,13,56,45,18,0,105,7,63,8,2,70,16,18,0
"2016/2017","nebo","makhuduthamaga","sekhukhune","29.75343","-24.86798",122,8,109,13,1,0,123,206,17,11,55,32,6,58,317,20,23,52,10,47,32,33,0,100,6,54,2,1,37,19,20,1
"2017/2018","nebo","makhuduthamaga","sekhukhune","29.75343","-24.86798",101,3,83,11,2,0,103,144,15,8,32,27,6,60,430,17,13,45,16,49,31,16,0,92,8,59,0,0,37,22,17,0
"2018/2019","nebo","makhuduthamaga","sekhukhune","29.75343","-24.86798",75,2,72,13,2,0,119,154,11,7,48,23,6,58,272,24,12,34,20,42,30,11,0,78,5,49,0,0,25,21,14,1
"2019/2020","nebo","makhuduthamaga","sekhukhune","29.75343","-24.86798",44,3,84,16,2,0,119,130,4,9,45,14,7,82,33,20,22,42,18,65,34,19,0,96,6,74,0,0,30,5,7,0
"2020/2021","nebo","makhuduthamaga","sekhukhune","29.75343","-24.86798",94,3,75,14,5,0,70,134,7,20,52,23,6,50,33,8,23,40,9,50,35,20,0,89,5,60,0,0,31,14,18,0
"2021/2022","nebo","makhuduthamaga","sekhukhune","29.75343","-24.86798",109,3,145,25,4,0,90,258,9,34,85,25,6,54,49,5,22,48,15,34,44,15,1,124,12,50,0,0,51,14,15,0
"2022/2023","nebo","makhuduthamaga","sekhukhune","29.75343","-24.86798",174,4,176,26,8,0,76,174,20,34,105,47,6,14,109,8,25,67,20,65,46,35,0,159,7,80,0,1,78,10,12,0
"2008/2009","ndwedwe","ndwedwe","ilembe","30.93596","-29.51506",155,10,220,22,5,0,41,141,6,18,91,49,10,13,82,25,1,64,30,67,5,30,0,75,13,91,0,0,38,13,5,0
"2009/2010","ndwedwe","ndwedwe","ilembe","30.93596","-29.51506",184,9,245,33,4,0,44,142,6,10,120,39,16,9,69,33,1,72,28,31,13,42,0,103,23,68,0,0,62,9,20,0
"2010/2011","ndwedwe","ndwedwe","ilembe","30.93596","-29.51506",219,11,228,18,3,0,38,109,7,6,126,24,8,9,76,35,1,53,18,44,8,44,1,86,32,83,0,1,35,20,14,0
"2011/2012","ndwedwe","ndwedwe","ilembe","30.93596","-29.51506",161,12,224,30,0,0,42,122,6,8,86,36,10,12,120,17,1,47,29,43,9,63,0,105,3,52,0,1,51,14,19,0
"2012/2013","ndwedwe","ndwedwe","ilembe","30.93596","-29.51506",167,13,216,12,2,0,79,142,1,3,80,25,5,13,124,26,1,50,22,66,13,37,0,81,2,73,0,0,69,18,21,0
"2013/2014","ndwedwe","ndwedwe","ilembe","30.93596","-29.51506",146,8,252,22,11,0,54,160,5,8,72,43,8,13,144,50,22,50,25,55,11,66,0,114,6,76,0,0,53,14,16,0
"2014/2015","ndwedwe","ndwedwe","ilembe","30.93596","-29.51506",163,16,226,31,2,0,40,158,2,5,58,31,5,5,170,24,3,71,25,61,15,55,0,87,3,69,0,0,76,10,10,0
"2015/2016","ndwedwe","ndwedwe","ilembe","30.93596","-29.51506",117,8,194,19,6,0,63,152,3,9,36,29,6,2,188,11,23,48,22,43,11,30,0,64,4,53,0,4,71,14,20,0
"2016/2017","ndwedwe","ndwedwe","ilembe","30.93596","-29.51506",147,9,220,20,3,0,74,193,7,6,35,18,8,0,191,22,21,43,30,55,16,28,1,77,1,63,0,1,83,18,16,0
"2017/2018","ndwedwe","ndwedwe","ilembe","30.93596","-29.51506",119,7,201,20,1,0,98,235,12,10,39,13,7,4,245,14,14,60,34,50,16,31,1,70,5,57,0,10,87,23,9,0
"2018/2019","ndwedwe","ndwedwe","ilembe","30.93596","-29.51506",102,8,193,9,4,0,89,158,13,16,37,19,7,1,71,16,22,66,31,50,27,22,0,79,4,59,1,13,64,19,18,0
"2019/2020","ndwedwe","ndwedwe","ilembe","30.93596","-29.51506",77,9,205,11,0,0,140,158,6,15,46,22,7,2,9,30,22,38,23,49,29,20,1,68,8,58,0,23,75,34,6,0
"2020/2021","ndwedwe","ndwedwe","ilembe","30.93596","-29.51506",75,11,157,9,2,0,118,148,16,13,62,19,7,4,0,7,22,67,42,40,23,42,1,96,2,45,0,11,68,12,9,0
"2021/2022","ndwedwe","ndwedwe","ilembe","30.93596","-29.51506",69,7,194,27,3,0,95,158,27,11,37,23,7,1,4,12,2,42,43,31,17,45,1,115,3,38,1,5,83,25,7,0
"2022/2023","ndwedwe","ndwedwe","ilembe","30.93596","-29.51506",103,15,238,40,4,0,71,105,26,27,89,27,6,1,8,7,24,58,57,47,15,40,0,133,9,60,0,6,65,6,15,0
"2008/2009","ndumo","jozini","umkhanyakude","32.26491","-26.9201",24,2,41,6,4,0,4,17,1,3,9,8,8,1,12,8,1,5,1,19,2,0,0,5,0,27,0,0,6,0,3,0
"2009/2010","ndumo","jozini","umkhanyakude","32.26491","-26.9201",26,3,43,6,0,0,9,13,1,2,19,5,6,2,24,8,1,14,3,14,4,3,0,14,1,15,0,1,14,0,2,0
"2010/2011","ndumo","jozini","umkhanyakude","32.26491","-26.9201",19,1,54,6,0,0,16,17,0,0,16,3,7,3,20,10,1,8,4,14,5,3,0,9,0,15,0,4,4,0,0,0
"2011/2012","ndumo","jozini","umkhanyakude","32.26491","-26.9201",31,3,42,4,0,0,23,24,0,4,10,6,6,8,37,5,1,8,6,15,2,1,0,5,1,16,0,0,1,1,2,0
"2012/2013","ndumo","jozini","umkhanyakude","32.26491","-26.9201",37,2,30,5,0,0,15,17,0,1,10,1,6,9,70,8,1,12,1,17,4,2,0,7,0,17,0,1,6,0,0,0
"2013/2014","ndumo","jozini","umkhanyakude","32.26491","-26.9201",22,2,34,4,1,0,19,17,0,3,4,1,6,12,71,18,13,4,3,15,4,2,0,9,0,16,0,1,4,0,1,0
"2014/2015","ndumo","jozini","umkhanyakude","32.26491","-26.9201",21,7,36,4,0,0,18,21,0,2,9,2,6,6,54,11,12,6,2,14,14,2,0,17,1,15,0,7,5,2,1,0
"2015/2016","ndumo","jozini","umkhanyakude","32.26491","-26.9201",26,6,44,7,1,0,21,13,0,11,10,2,7,15,46,6,12,14,3,18,5,8,0,14,0,20,0,3,12,0,1,0
"2016/2017","ndumo","jozini","umkhanyakude","32.26491","-26.9201",37,6,59,8,0,0,31,19,1,4,7,2,6,8,29,4,12,17,1,20,8,11,0,22,1,21,0,1,2,1,4,0
"2017/2018","ndumo","jozini","umkhanyakude","32.26491","-26.9201",40,6,73,8,0,0,32,19,0,4,11,7,7,17,31,7,2,16,3,16,5,9,1,16,2,19,0,3,12,0,5,0
"2018/2019","ndumo","jozini","umkhanyakude","32.26491","-26.9201",42,3,65,8,1,0,20,21,0,8,8,6,6,9,47,13,13,20,0,23,5,6,0,14,0,24,0,0,3,0,3,0
"2019/2020","ndumo","jozini","umkhanyakude","32.26491","-26.9201",20,2,53,8,0,0,26,20,0,6,8,6,6,10,52,4,21,12,4,25,1,2,0,5,4,29,0,0,4,0,0,0
"2020/2021","ndumo","jozini","umkhanyakude","32.26491","-26.9201",23,4,59,5,0,0,22,18,0,7,7,0,6,9,46,2,12,13,3,18,2,4,0,9,5,23,0,0,7,1,1,0
"2021/2022","ndumo","jozini","umkhanyakude","32.26491","-26.9201",27,3,51,4,1,0,17,12,0,13,10,5,6,11,68,10,21,13,6,17,6,10,0,16,2,20,0,0,3,0,2,0
"2022/2023","ndumo","jozini","umkhanyakude","32.26491","-26.9201",17,6,65,6,0,0,32,32,1,7,18,5,7,1,37,2,22,11,16,29,7,9,0,20,3,33,0,0,3,0,2,0
"2008/2009","ndevana","buffalo city","buffalo city","27.48999","-32.91955",83,7,169,6,4,0,0,97,1,6,27,24,8,8,9,0,1,31,20,39,3,24,0,57,0,47,0,0,17,1,6,0
"2009/2010","ndevana","buffalo city","buffalo city","27.48999","-32.91955",77,6,172,3,5,0,0,89,0,2,25,21,7,17,7,1,1,40,16,51,0,2,0,31,1,58,0,0,10,4,8,0
"2010/2011","ndevana","buffalo city","buffalo city","27.48999","-32.91955",67,2,162,2,11,0,0,118,0,1,14,19,9,19,13,0,1,42,11,29,5,4,0,22,0,45,0,0,11,8,10,0
"2011/2012","ndevana","buffalo city","buffalo city","27.48999","-32.91955",102,1,154,4,4,0,0,126,2,1,18,29,4,12,14,1,1,36,12,40,12,4,0,28,0,46,1,0,4,7,8,0
"2012/2013","ndevana","buffalo city","buffalo city","27.48999","-32.91955",71,3,178,2,7,0,15,86,0,3,29,14,6,15,10,4,1,31,14,45,9,5,0,32,2,54,0,0,6,5,10,0
"2013/2014","ndevana","buffalo city","buffalo city","27.48999","-32.91955",90,12,189,3,12,0,36,112,0,4,27,17,7,12,19,2,13,49,11,49,11,2,0,36,1,63,0,0,8,5,14,0
"2014/2015","ndevana","buffalo city","buffalo city","27.48999","-32.91955",92,7,161,5,2,0,36,91,0,2,13,12,7,15,9,0,21,30,17,43,15,8,0,60,3,49,0,0,16,6,10,1
"2015/2016","ndevana","buffalo city","buffalo city","27.48999","-32.91955",67,3,175,6,3,0,37,74,2,1,8,12,6,14,7,2,12,34,13,39,8,3,0,32,2,44,0,0,13,4,16,0
"2016/2017","ndevana","buffalo city","buffalo city","27.48999","-32.91955",85,7,171,5,7,0,23,85,1,4,24,11,7,11,6,3,12,45,7,33,7,8,0,38,8,49,0,0,17,1,11,0
"2017/2018","ndevana","buffalo city","buffalo city","27.48999","-32.91955",44,1,113,2,2,0,36,68,0,3,12,8,7,11,17,3,12,25,12,32,8,4,0,28,1,36,0,0,27,1,10,0
"2018/2019","ndevana","buffalo city","buffalo city","27.48999","-32.91955",75,2,152,2,3,0,58,96,1,2,7,4,7,8,14,4,13,35,11,47,12,2,0,31,3,54,0,0,30,3,6,0
"2019/2020","ndevana","buffalo city","buffalo city","27.48999","-32.91955",67,0,138,7,4,0,21,106,1,6,27,10,6,15,17,11,12,54,16,38,14,1,0,32,6,48,0,0,11,6,14,0
"2020/2021","ndevana","buffalo city","buffalo city","27.48999","-32.91955",56,2,120,9,5,0,23,72,1,12,20,9,6,6,7,4,13,55,9,25,14,14,0,46,3,33,0,0,13,3,8,0
"2021/2022","ndevana","buffalo city","buffalo city","27.48999","-32.91955",66,2,138,8,3,0,18,101,4,12,42,10,7,12,10,1,21,66,13,37,28,4,0,49,3,44,0,0,19,4,13,0
"2022/2023","ndevana","buffalo city","buffalo city","27.48999","-32.91955",44,0,143,8,6,0,41,99,1,10,32,9,6,2,16,1,14,68,13,30,15,8,0,37,8,44,0,0,13,2,5,0
"2008/2009","navalsig","mangaung","mangaung","26.23765","-29.10568",420,1,57,3,0,0,70,196,3,27,150,22,8,8,38,3,1,92,8,25,28,5,0,81,5,34,0,2,14,71,162,1
"2009/2010","navalsig","mangaung","mangaung","26.23765","-29.10568",434,9,58,5,2,0,63,233,8,42,157,30,8,11,41,2,1,90,6,26,14,9,1,65,5,37,0,5,7,70,127,0
"2010/2011","navalsig","mangaung","mangaung","26.23765","-29.10568",424,3,82,7,1,0,93,242,6,39,173,35,12,25,59,5,1,108,3,29,3,7,1,55,17,54,0,7,20,71,141,0
"2011/2012","navalsig","mangaung","mangaung","26.23765","-29.10568",390,3,53,8,0,0,66,224,7,385,138,19,8,11,59,3,1,94,6,27,7,11,0,60,11,42,15,7,34,39,157,1
"2012/2013","navalsig","mangaung","mangaung","26.23765","-29.10568",332,2,67,3,1,0,55,216,8,43,122,24,8,25,60,4,1,52,6,34,10,9,0,56,12,51,47,4,27,39,119,2
"2013/2014","navalsig","mangaung","mangaung","26.23765","-29.10568",296,2,57,4,4,0,59,209,1,39,103,24,8,33,89,3,13,49,7,16,12,4,0,42,4,28,42,3,15,27,110,0
"2014/2015","navalsig","mangaung","mangaung","26.23765","-29.10568",380,2,57,5,3,0,66,224,5,42,104,21,8,38,121,8,13,59,3,23,7,4,0,46,3,33,87,6,18,32,147,0
"2015/2016","navalsig","mangaung","mangaung","26.23765","-29.10568",263,2,40,0,4,0,74,218,3,162,86,14,8,66,102,10,14,40,3,20,6,7,0,32,6,34,78,13,24,18,101,1
"2016/2017","navalsig","mangaung","mangaung","26.23765","-29.10568",276,0,42,2,3,0,75,127,2,65,113,15,10,54,147,5,13,48,4,15,8,4,1,32,21,45,74,9,20,17,116,0
"2017/2018","navalsig","mangaung","mangaung","26.23765","-29.10568",203,2,54,2,4,0,58,175,8,37,101,26,4,75,263,9,21,34,4,29,8,9,2,48,9,44,88,5,24,18,85,0
"2018/2019","navalsig","mangaung","mangaung","26.23765","-29.10568",203,0,41,3,4,0,50,142,8,53,75,10,7,81,197,8,21,25,5,20,8,3,0,44,9,34,75,6,5,18,104,0
"2019/2020","navalsig","mangaung","mangaung","26.23765","-29.10568",244,1,40,1,1,0,91,106,6,60,82,16,6,85,100,10,21,31,5,26,12,3,0,54,4,31,20,13,19,10,43,0
"2020/2021","navalsig","mangaung","mangaung","26.23765","-29.10568",243,1,34,3,1,0,62,78,7,52,64,7,6,40,74,4,12,26,5,16,4,7,0,29,10,27,46,4,17,9,71,0
"2021/2022","navalsig","mangaung","mangaung","26.23765","-29.10568",214,0,37,4,2,0,60,113,4,86,98,10,7,36,110,7,14,37,3,16,8,2,0,36,6,25,46,2,29,12,76,1
"2022/2023","navalsig","mangaung","mangaung","26.23765","-29.10568",265,0,46,2,1,0,108,151,4,81,119,16,4,21,146,13,21,35,2,15,8,3,0,59,6,24,49,22,13,8,73,1
"2008/2009","napier","cape agulhas","overberg","19.89561","-34.4756",48,0,43,0,0,0,5,28,1,1,30,0,4,6,43,0,1,16,2,10,0,0,0,3,2,14,0,4,5,0,7,0
"2009/2010","napier","cape agulhas","overberg","19.89561","-34.4756",25,0,44,0,0,0,8,27,0,2,25,1,6,11,76,2,1,9,1,9,1,2,0,3,0,9,0,0,10,1,3,0
"2010/2011","napier","cape agulhas","overberg","19.89561","-34.4756",25,2,45,4,0,0,10,41,0,1,29,0,6,13,129,0,1,14,0,5,3,1,0,4,2,7,0,2,8,1,7,0
"2011/2012","napier","cape agulhas","overberg","19.89561","-34.4756",43,0,51,1,1,0,6,39,0,1,31,1,6,19,163,1,1,21,1,6,0,2,0,5,5,12,0,0,6,2,5,0
"2012/2013","napier","cape agulhas","overberg","19.89561","-34.4756",36,0,37,0,1,0,7,43,0,1,33,3,6,16,144,2,1,13,1,4,0,0,0,1,1,6,0,2,2,1,13,0
"2013/2014","napier","cape agulhas","overberg","19.89561","-34.4756",42,1,44,0,0,0,6,48,1,0,29,2,7,14,129,1,13,12,2,5,0,2,0,6,4,10,0,0,10,2,14,0
"2014/2015","napier","cape agulhas","overberg","19.89561","-34.4756",55,1,51,0,0,0,8,63,0,0,32,4,6,17,147,0,13,20,0,5,1,0,0,3,3,8,1,1,6,5,7,0
"2015/2016","napier","cape agulhas","overberg","19.89561","-34.4756",59,1,38,3,1,0,12,72,0,4,33,7,7,15,266,3,13,12,2,4,1,4,0,5,3,9,1,4,8,0,16,0
"2016/2017","napier","cape agulhas","overberg","19.89561","-34.4756",55,2,38,2,0,0,9,54,0,5,24,4,7,9,310,2,13,22,4,4,1,2,0,8,4,9,0,3,9,0,10,0
"2017/2018","napier","cape agulhas","overberg","19.89561","-34.4756",72,0,47,0,0,0,8,63,0,2,34,1,6,13,345,3,12,21,4,6,0,4,0,4,2,8,0,3,10,1,12,0
"2018/2019","napier","cape agulhas","overberg","19.89561","-34.4756",67,0,40,4,0,0,13,62,0,11,36,6,6,9,213,0,13,16,0,3,1,0,0,1,4,7,0,1,4,0,12,0
"2019/2020","napier","cape agulhas","overberg","19.89561","-34.4756",51,1,52,1,0,0,5,60,0,5,28,2,7,22,142,4,21,11,3,3,0,0,0,3,4,8,0,1,9,1,8,0
"2020/2021","napier","cape agulhas","overberg","19.89561","-34.4756",66,1,29,1,0,0,13,61,0,7,41,2,7,13,212,2,12,20,1,5,1,1,0,3,6,12,0,1,20,2,13,0
"2021/2022","napier","cape agulhas","overberg","19.89561","-34.4756",84,2,44,2,1,0,3,59,0,15,41,1,6,14,232,1,13,28,3,7,1,0,0,2,4,12,0,1,5,0,10,0
"2022/2023","napier","cape agulhas","overberg","19.89561","-34.4756",115,4,73,5,0,0,6,88,0,16,56,7,7,2,182,9,13,34,2,3,2,1,0,5,4,8,0,2,4,3,7,0
