Station,Crime_Category,Incidents,Year
Alexandria,Common robbery,12,2025/2026
Alexandria,Contact crime (Crimes against the person),206,2025/2026
Alexandria,Contact sexual offences,1,2025/2026
Alexandria,Contact-related Crime,40,2025/2026
Alexandria,Crime detected as a result of police action,43,2025/2026
Alexandria,Crimen injuria,8,2025/2026
Alexandria,Culpable homicide,3,2025/2026
Alexandria,Driving under the influence of alcohol or drugs,3,2025/2026
Alexandria,Drug-related crime,38,2025/2026
Alexandria,Illegal possession of firearms and ammunition,2,2025/2026
Alexandria,Kidnapping,0,2025/2026
Alexandria,Malicious damage to property,39,2025/2026
Alexandria,Murder,4,2025/2026
Alexandria,Neglect and ill-treatment of children,1,2025/2026
Alexandria,Other serious Crime,233,2025/2026
Alexandria,Property-related Crime,142,2025/2026
Alexandria,Public violence,0,2025/2026
Alexandria,Rape,16,2025/2026
Alexandria,Robbery at non-residential premises,1,2025/2026
Alexandria,Robbery at residential premises,2,2025/2026
Alexandria,Robbery of cash in transit,0,2025/2026
Alexandria,Robbery with aggravating circumstances,14,2025/2026
Alexandria,Sexual assault,4,2025/2026
Alexandria,Sexual offences,23,2025/2026
Alexandria,Sexual offences detected as a result of police action,0,2025/2026
Alexandria,Shoplifting,1,2025/2026
Alexandria,Stock-theft,21,2025/2026
Alexandria,TRIO Crime,3,2025/2026
Alexandria,Theft of motor vehicle and motorcycle,0,2025/2026
Alexandria,Theft out of or from motor vehicle,21,2025/2026
Alexandria,Truck hijacking,0,2025/2026
Algoapark,17 Community reported serious Crime,1642,2025/2026
Algoapark,Abduction,0,2025/2026
Algoapark,All theft not mentioned elsewhere,342,2025/2026
Algoapark,Arson,8,2025/2026
Algoapark,Assault with the intent to inflict grievous bodily harm,91,2025/2026
Algoapark,Attempted murder,26,2025/2026
Algoapark,Attempted sexual offences,3,2025/2026
Algoapark,Bank robbery,0,2025/2026
Algoapark,Burglary at non-residential premises,62,2025/2026
Algoapark,Burglary at residential premises,106,2025/2026
Algoapark,Carjacking,20,2025/2026
Algoapark,Commercial crime,160,2025/2026
Algoapark,Common assault,161,2025/2026
Algoapark,Common robbery,43,2025/2026
Algoapark,Contact crime (Crimes against the person),602,2025/2026
Algoapark,Contact sexual offences,0,2025/2026
Algoapark,Contact-related Crime,163,2025/2026
Algoapark,Crime detected as a result of police action,276,2025/2026
Algoapark,Crimen injuria,12,2025/2026
Algoapark,Culpable homicide,5,2025/2026
Algoapark,Driving under the influence of alcohol or drugs,88,2025/2026
Algoapark,Drug-related crime,170,2025/2026
Algoapark,Illegal possession of firearms and ammunition,16,2025/2026
Algoapark,Kidnapping,13,2025/2026
Algoapark,Malicious damage to property,155,2025/2026
Algoapark,Murder,46,2025/2026
Algoapark,Neglect and ill-treatment of children,4,2025/2026
Algoapark,Other serious Crime,558,2025/2026
Algoapark,Property-related Crime,319,2025/2026
Algoapark,Public violence,0,2025/2026
Algoapark,Rape,32,2025/2026
Algoapark,Robbery at non-residential premises,10,2025/2026
Algoapark,Robbery at residential premises,21,2025/2026
Algoapark,Robbery of cash in transit,0,2025/2026
Algoapark,Robbery with aggravating circumstances,190,2025/2026
Algoapark,Sexual assault,10,2025/2026
Algoapark,Sexual offences,45,2025/2026
Algoapark,Sexual offences detected as a result of police action,2,2025/2026
Algoapark,Shoplifting,56,2025/2026
Algoapark,Stock-theft,1,2025/2026
Algoapark,TRIO Crime,51,2025/2026
Algoapark,Theft of motor vehicle and motorcycle,19,2025/2026
Algoapark,Theft out of or from motor vehicle,131,2025/2026
Algoapark,Truck hijacking,2,2025/2026
Alice,17 Community reported serious Crime,1391,2025/2026
Alice,Abduction,0,2025/2026
Alice,All theft not mentioned elsewhere,189,2025/2026
Alice,Arson,6,2025/2026
Alice,Assault with the intent to inflict grievous bodily harm,336,2025/2026
Alice,Attempted murder,11,2025/2026
Alice,Attempted sexual offences,7,2025/2026
Alice,Bank robbery,0,2025/2026
Alice,Burglary at non-residential premises,46,2025/2026
Alice,Burglary at residential premises,177,2025/2026
Alice,Carjacking,3,2025/2026
Alice,Commercial crime,82,2025/2026
Alice,Common assault,115,2025/2026
Alice,Common robbery,24,2025/2026
Alice,Contact crime (Crimes against the person),663,2025/2026
Alice,Contact sexual offences,0,2025/2026
Alice,Contact-related Crime,131,2025/2026
Alice,Crime detected as a result of police action,373,2025/2026
Alice,Crimen injuria,73,2025/2026
Alice,Culpable homicide,4,2025/2026
Alice,Driving under the influence of alcohol or drugs,225,2025/2026
Alice,Drug-related crime,133,2025/2026
Alice,Illegal possession of firearms and ammunition,14,2025/2026
Alice,Kidnapping,10,2025/2026
Alice,Malicious damage to property,125,2025/2026
Alice,Murder,20,2025/2026
Alice,Neglect and ill-treatment of children,4,2025/2026
Alice,Other serious Crime,282,2025/2026
Alice,Property-related Crime,315,2025/2026
Alice,Public violence,3,2025/2026
Alice,Rape,51,2025/2026
Alice,Robbery at non-residential premises,7,2025/2026
Alice,Robbery at residential premises,15,2025/2026
Alice,Robbery of cash in transit,0,2025/2026
Alice,Robbery with aggravating circumstances,93,2025/2026
Alice,Sexual assault,6,2025/2026
Alice,Sexual offences,64,2025/2026
Alice,Sexual offences detected as a result of police action,1,2025/2026
Alice,Shoplifting,11,2025/2026
Alice,Stock-theft,48,2025/2026
Alice,TRIO Crime,25,2025/2026
Alice,Theft of motor vehicle and motorcycle,4,2025/2026
Alice,Theft out of or from motor vehicle,40,2025/2026
Alice,Truck hijacking,0,2025/2026
Alicedale,17 Community reported serious Crime,108,2025/2026
Alicedale,Abduction,0,2025/2026
Alicedale,All theft not mentioned elsewhere,16,2025/2026
Alicedale,Arson,0,2025/2026
Alicedale,Assault with the intent to inflict grievous bodily harm,18,2025/2026
Alicedale,Attempted murder,0,2025/2026
Alicedale,Attempted sexual offences,1,2025/2026
Alicedale,Bank robbery,0,2025/2026
Alicedale,Burglary at non-residential premises,1,2025/2026
Alicedale,Burglary at residential premises,17,2025/2026
Alicedale,Carjacking,0,2025/2026
Alicedale,Commercial crime,1,2025/2026
Alicedale,Common assault,38,2025/2026
Alicedale,Common robbery,0,2025/2026
Alicedale,Contact crime (Crimes against the person),63,2025/2026
Alicedale,Contact sexual offences,0,2025/2026
Alicedale,Contact-related Crime,3,2025/2026
Alicedale,Crime detected as a result of police action,5,2025/2026
Alicedale,Crimen injuria,1,2025/2026
Alicedale,Culpable homicide,0,2025/2026
Alicedale,Driving under the influence of alcohol or drugs,0,2025/2026
Alicedale,Drug-related crime,5,2025/2026
Alicedale,Illegal possession of firearms and ammunition,0,2025/2026
Alicedale,Kidnapping,1,2025/2026
Alicedale,Malicious damage to property,3,2025/2026
Alicedale,Murder,1,2025/2026
Alicedale,Neglect and ill-treatment of children,0,2025/2026
Alicedale,Other serious Crime,20,2025/2026
Alicedale,Property-related Crime,22,2025/2026
Alicedale,Public violence,0,2025/2026
Alicedale,Rape,3,2025/2026
Alicedale,Robbery at non-residential premises,0,2025/2026
Alicedale,Robbery at residential premises,1,2025/2026
Alicedale,Robbery of cash in transit,0,2025/2026
Alicedale,Robbery with aggravating circumstances,2,2025/2026
Alicedale,Sexual assault,0,2025/2026
Alicedale,Sexual offences,4,2025/2026
Alicedale,Sexual offences detected as a result of police action,0,2025/2026
Alicedale,Shoplifting,3,2025/2026
Alicedale,Stock-theft,4,2025/2026
Alicedale,TRIO Crime,1,2025/2026
Alicedale,Theft of motor vehicle and motorcycle,0,2025/2026
Alicedale,Theft out of or from motor vehicle,0,2025/2026
Alicedale,Truck hijacking,0,2025/2026
Aliwal North,17 Community reported serious Crime,1140,2025/2026
Aliwal North,Abduction,0,2025/2026
Aliwal North,All theft not mentioned elsewhere,200,2025/2026
Aliwal North,Arson,0,2025/2026
Aliwal North,Assault with the intent to inflict grievous bodily harm,195,2025/2026
Aliwal North,Attempted murder,3,2025/2026
Aliwal North,Attempted sexual offences,0,2025/2026
Aliwal North,Bank robbery,0,2025/2026
Aliwal North,Burglary at non-residential premises,60,2025/2026
Aliwal North,Burglary at residential premises,153,2025/2026
Aliwal North,Carjacking,0,2025/2026
Aliwal North,Commercial crime,135,2025/2026
Aliwal North,Common assault,85,2025/2026
Aliwal North,Common robbery,25,2025/2026
Aliwal North,Contact crime (Crimes against the person),366,2025/2026
Aliwal North,Contact sexual offences,1,2025/2026
Aliwal North,Contact-related Crime,60,2025/2026
Aliwal North,Crime detected as a result of police action,176,2025/2026
Aliwal North,Crimen injuria,21,2025/2026
Aliwal North,Culpable homicide,4,2025/2026
Aliwal North,Driving under the influence of alcohol or drugs,108,2025/2026
Aliwal North,Drug-related crime,67,2025/2026
Aliwal North,Illegal possession of firearms and ammunition,1,2025/2026
Aliwal North,Kidnapping,2,2025/2026
Aliwal North,Malicious damage to property,60,2025/2026
Aliwal North,Murder,5,2025/2026
Aliwal North,Neglect and ill-treatment of children,2,2025/2026
Aliwal North,Other serious Crime,374,2025/2026
Aliwal North,Property-related Crime,340,2025/2026
Aliwal North,Public violence,0,2025/2026
Aliwal North,Rape,32,2025/2026
Aliwal North,Robbery at non-residential premises,2,2025/2026
Aliwal North,Robbery at residential premises,4,2025/2026
Aliwal North,Robbery of cash in transit,0,2025/2026
Aliwal North,Robbery with aggravating circumstances,14,2025/2026
Aliwal North,Sexual assault,6,2025/2026
Aliwal North,Sexual offences,39,2025/2026
Aliwal North,Sexual offences detected as a result of police action,0,2025/2026
Aliwal North,Shoplifting,39,2025/2026
Aliwal North,Stock-theft,47,2025/2026
Aliwal North,TRIO Crime,6,2025/2026
Aliwal North,Theft of motor vehicle and motorcycle,4,2025/2026
Aliwal North,Theft out of or from motor vehicle,76,2025/2026
Aliwal North,Truck hijacking,0,2025/2026
Allanridge,17 Community reported serious Crime,546,2025/2026
Allanridge,Abduction,0,2025/2026
Allanridge,All theft not mentioned elsewhere,73,2025/2026
Allanridge,Arson,1,2025/2026
Allanridge,Assault with the intent to inflict grievous bodily harm,97,2025/2026
Allanridge,Attempted murder,29,2025/2026
Allanridge,Attempted sexual offences,1,2025/2026
Allanridge,Bank robbery,0,2025/2026
Allanridge,Burglary at non-residential premises,14,2025/2026
Allanridge,Burglary at residential premises,74,2025/2026
Allanridge,Carjacking,1,2025/2026
Allanridge,Commercial crime,13,2025/2026
Allanridge,Common assault,115,2025/2026
Allanridge,Common robbery,6,2025/2026
Allanridge,Contact crime (Crimes against the person),299,2025/2026
Allanridge,Contact sexual offences,0,2025/2026
Allanridge,Contact-related Crime,50,2025/2026
Allanridge,Crime detected as a result of police action,41,2025/2026
Allanridge,Crimen injuria,32,2025/2026
Allanridge,Culpable homicide,2,2025/2026
Allanridge,Driving under the influence of alcohol or drugs,13,2025/2026
Allanridge,Drug-related crime,14,2025/2026
Allanridge,Illegal possession of firearms and ammunition,0,2025/2026
Allanridge,Kidnapping,3,2025/2026
Allanridge,Malicious damage to property,49,2025/2026
Allanridge,Murder,3,2025/2026
Allanridge,Neglect and ill-treatment of children,0,2025/2026
Allanridge,Other serious Crime,86,2025/2026
Allanridge,Property-related Crime,111,2025/2026
Allanridge,Public violence,0,2025/2026
Allanridge,Rape,18,2025/2026
Allanridge,Robbery at non-residential premises,7,2025/2026
Allanridge,Robbery at residential premises,2,2025/2026
Allanridge,Robbery of cash in transit,0,2025/2026
Allanridge,Robbery with aggravating circumstances,27,2025/2026
Allanridge,Sexual assault,3,2025/2026
Allanridge,Sexual offences,22,2025/2026
Allanridge,Sexual offences detected as a result of police action,14,2025/2026
Allanridge,Shoplifting,0,2025/2026
Allanridge,Stock-theft,4,2025/2026
Allanridge,TRIO Crime,10,2025/2026
Allanridge,Theft of motor vehicle and motorcycle,0,2025/2026
Allanridge,Theft out of or from motor vehicle,19,2025/2026
Allanridge,Truck hijacking,0,2025/2026
Alldays,17 Community reported serious Crime,226,2025/2026
Alldays,Abduction,0,2025/2026
Alldays,All theft not mentioned elsewhere,82,2025/2026
Alldays,Arson,0,2025/2026
Alldays,Assault with the intent to inflict grievous bodily harm,17,2025/2026
Alldays,Attempted murder,5,2025/2026
Alldays,Attempted sexual offences,0,2025/2026
Alldays,Bank robbery,0,2025/2026
Alldays,Burglary at non-residential premises,19,2025/2026
Alldays,Burglary at residential premises,16,2025/2026
Alldays,Carjacking,0,2025/2026
Alldays,Commercial crime,12,2025/2026
Alldays,Common assault,17,2025/2026
Alldays,Common robbery,2,2025/2026
Alldays,Contact crime (Crimes against the person),51,2025/2026
Alldays,Contact sexual offences,0,2025/2026
Alldays,Contact-related Crime,31,2025/2026
Alldays,Crime detected as a result of police action,48,2025/2026
Alldays,Crimen injuria,2,2025/2026
Alldays,Culpable homicide,3,2025/2026
Alldays,Driving under the influence of alcohol or drugs,11,2025/2026
Alldays,Drug-related crime,18,2025/2026
Alldays,Illegal possession of firearms and ammunition,3,2025/2026
Alldays,Kidnapping,0,2025/2026
Alldays,Malicious damage to property,31,2025/2026
Alldays,Murder,0,2025/2026
Alldays,Neglect and ill-treatment of children,0,2025/2026
Alldays,Other serious Crime,94,2025/2026
Alldays,Property-related Crime,50,2025/2026
Alldays,Public violence,1,2025/2026
Alldays,Rape,2,2025/2026
Alldays,Robbery at non-residential premises,5,2025/2026
Alldays,Robbery at residential premises,3,2025/2026
Alldays,Robbery of cash in transit,0,2025/2026
Alldays,Robbery with aggravating circumstances,8,2025/2026
Alldays,Sexual assault,0,2025/2026
Alldays,Sexual offences,2,2025/2026
Alldays,Sexual offences detected as a result of police action,16,2025/2026
Alldays,Shoplifting,0,2025/2026
Alldays,Stock-theft,13,2025/2026
Alldays,TRIO Crime,8,2025/2026
Alldays,Theft of motor vehicle and motorcycle,0,2025/2026
Alldays,Theft out of or from motor vehicle,2,2025/2026
Alldays,Truck hijacking,0,2025/2026
Amalia,17 Community reported serious Crime,139,2025/2026
Amalia,Abduction,0,2025/2026
Amalia,All theft not mentioned elsewhere,22,2025/2026
Amalia,Arson,1,2025/2026
Amalia,Assault with the intent to inflict grievous bodily harm,29,2025/2026
Amalia,Attempted murder,2,2025/2026
Amalia,Attempted sexual offences,0,2025/2026
Amalia,Bank robbery,0,2025/2026
Amalia,Burglary at non-residential premises,8,2025/2026
Amalia,Burglary at residential premises,13,2025/2026
Amalia,Carjacking,0,2025/2026
Amalia,Commercial crime,2,2025/2026
Amalia,Common assault,16,2025/2026
Amalia,Common robbery,1,2025/2026
Amalia,Contact crime (Crimes against the person),58,2025/2026
Amalia,Contact sexual offences,0,2025/2026
Amalia,Contact-related Crime,10,2025/2026
Amalia,Crime detected as a result of police action,9,2025/2026
Amalia,Crimen injuria,1,2025/2026
Amalia,Culpable homicide,0,2025/2026
Amalia,Driving under the influence of alcohol or drugs,0,2025/2026
Amalia,Drug-related crime,9,2025/2026
Amalia,Illegal possession of firearms and ammunition,0,2025/2026
Amalia,Kidnapping,0,2025/2026
Amalia,Malicious damage to property,9,2025/2026
Amalia,Murder,3,2025/2026
Amalia,Neglect and ill-treatment of children,1,2025/2026
Amalia,Other serious Crime,24,2025/2026
Amalia,Property-related Crime,47,2025/2026
Amalia,Public violence,0,2025/2026
Amalia,Rape,4,2025/2026
Amalia,Robbery at non-residential premises,0,2025/2026
Amalia,Robbery at residential premises,2,2025/2026
Amalia,Robbery of cash in transit,0,2025/2026
Amalia,Robbery with aggravating circumstances,2,2025/2026
Amalia,Sexual assault,1,2025/2026
Amalia,Sexual offences,5,2025/2026
Amalia,Sexual offences detected as a result of police action,0,2025/2026
Amalia,Shoplifting,0,2025/2026
Amalia,Stock-theft,23,2025/2026
Amalia,TRIO Crime,2,2025/2026
Amalia,Theft of motor vehicle and motorcycle,0,2025/2026
Amalia,Theft out of or from motor vehicle,3,2025/2026
Amalia,Truck hijacking,0,2025/2026
Amangwe,17 Community reported serious Crime,455,2025/2026
Amangwe,Abduction,1,2025/2026
Amangwe,All theft not mentioned elsewhere,27,2025/2026
Amangwe,Arson,1,2025/2026
Amangwe,Assault with the intent to inflict grievous bodily harm,99,2025/2026
Amangwe,Attempted murder,28,2025/2026
Amangwe,Attempted sexual offences,0,2025/2026
Amangwe,Bank robbery,0,2025/2026
Amangwe,Burglary at non-residential premises,20,2025/2026
Amangwe,Burglary at residential premises,48,2025/2026
Amangwe,Carjacking,0,2025/2026
Amangwe,Commercial crime,5,2025/2026
Amangwe,Common assault,30,2025/2026
Amangwe,Common robbery,0,2025/2026
Amangwe,Contact crime (Crimes against the person),254,2025/2026
Amangwe,Contact sexual offences,1,2025/2026
Amangwe,Contact-related Crime,32,2025/2026
Amangwe,Crime detected as a result of police action,103,2025/2026
Amangwe,Crimen injuria,13,2025/2026
Amangwe,Culpable homicide,4,2025/2026
Amangwe,Driving under the influence of alcohol or drugs,29,2025/2026
Amangwe,Drug-related crime,15,2025/2026
Amangwe,Illegal possession of firearms and ammunition,59,2025/2026
Amangwe,Kidnapping,3,2025/2026
Amangwe,Malicious damage to property,31,2025/2026
